BIBTEXKEY,author_first,pub_year,author_year,study,summarized_in,fig_table,age,age_units,age_mos,age_grp_rog,binoc_monoc,eye,n_participants,distance_cm,start_card_cyc_deg,acuity,acuity_units,acuity_type,lower_limit_cyc_deg,closest_card_cyc_deg,upper_limit_cyc_deg,sd,sd_units,country,card_type
Kohl1988-kl,Kohl,1988,Kohl1988,7,Courage1990-xe,NA,24,mos,24,24,binoc,OU,18,NA,NA,20.9,cyc_deg,mean,NA,NA,NA,0.4,octave,NA,tac_i
McDonald1986-dl,McDonald,1986b,McDonald1986b,8,Courage1990-xe,NA,24,mos,24,24,binoc,OU,9,NA,NA,14.9,cyc_deg,mean,NA,NA,NA,0.6,octave,us,tac_i
Heersema1988-td,Heersema,1988,Heersema1988,9,Courage1990-xe,NA,24,mos,24,24,binoc,OU,20,NA,NA,18.8,cyc_deg,mean,NA,NA,NA,0.4,octave,netherlands,tac_i
Courage1990-xe,Courage,1990,Courage1990,1,NA,NA,36,mos,36,36,binoc,OU,20,NA,NA,18.6,cyc_deg,mean,NA,NA,NA,0.5,octave,canada,tac_i
McDonald1986-dl,McDonald,1986b,McDonald1986b,8,Courage1990-xe,NA,36,mos,36,36,binoc,OU,9,NA,NA,27.7,cyc_deg,mean,NA,NA,NA,0.5,octave,us,tac_i
Heersema1988-td,Heersema,1988,Heersema1988,9,Courage1990-xe,NA,36,mos,36,36,binoc,OU,20,NA,NA,28.3,cyc_deg,mean,NA,NA,NA,0.4,octave,netherlands,tac_i
Wen2022-di,Wen,2022,Wen2022,NA,NA,Wen2022-di_T1,5.5,mos,5.5,5.5,binoc,OU,34,NA,NA,3.25,cyc_deg,median,NA,NA,NA,NA,iqr,china,tac_ii
Wen2022-di,Wen,2022,Wen2022,NA,NA,Wen2022-di_T1,8,mos,8,9,binoc,OU,10,NA,NA,4,cyc_deg,median,NA,NA,NA,NA,iqr,china,tac_ii
Wen2022-di,Wen,2022,Wen2022,NA,NA,Wen2022-di_T1,11,mos,11,11,binoc,OU,14,NA,NA,4.8,cyc_deg,median,NA,NA,NA,NA,iqr,china,tac_ii
Wen2022-di,Wen,2022,Wen2022,NA,NA,Wen2022-di_T1,14.5,mos,14.5,14.5,binoc,OU,9,NA,NA,9.8,cyc_deg,median,NA,NA,NA,NA,iqr,china,tac_ii
Wen2022-di,Wen,2022,Wen2022,NA,NA,Wen2022-di_T1,18.5,mos,18.5,18.5,binoc,OU,14,NA,NA,9.7,cyc_deg,median,NA,NA,NA,NA,iqr,china,tac_ii
Wen2022-di,Wen,2022,Wen2022,NA,NA,Wen2022-di_T2,22,mos,22,22,binoc,OU,49,NA,NA,13,cyc_deg,median,NA,NA,NA,NA,iqr,china,tac_ii
Wen2022-di,Wen,2022,Wen2022,NA,NA,Wen2022-di_T3,27.5,mos,27.5,27.5,binoc,OU,19,NA,NA,13,cyc_deg,median,NA,NA,NA,NA,iqr,china,tac_ii
Wen2022-di,Wen,2022,Wen2022,NA,NA,Wen2022-di_T4,33.5,mos,33.5,33.5,binoc,OU,6,NA,NA,26,cyc_deg,median,NA,NA,NA,NA,iqr,china,tac_ii
Wen2022-di,Rodriguez,1996,Rodriguez1996,NA,NA,Rodriguez1996-ji_T8,NA,NA,0.2307692308,0.2307692308,binoc,OU,30,NA,NA,0.65,cyc_deg,mean,NA,NA,NA,NA,iqr,mexico,tac_i
Wen2022-di,Rodriguez,1996,Rodriguez1996,NA,NA,Rodriguez1996-ji_T9,NA,NA,0.9230769231,0.9230769231,binoc,OU,30,NA,NA,0.76,cyc_deg,mean,NA,NA,NA,NA,iqr,mexico,tac_i
Wen2022-di,Rodriguez,1996,Rodriguez1996,NA,NA,Rodriguez1996-ji_T10,NA,NA,2.769230769,2.769230769,binoc,OU,30,NA,NA,1.76,cyc_deg,mean,NA,NA,NA,NA,iqr,mexico,tac_i
Wen2022-di,Rodriguez,1996,Rodriguez1996,NA,NA,Rodriguez1996-ji_T11,NA,NA,5.538461538,5.538461538,binoc,OU,30,NA,NA,5,cyc_deg,mean,NA,NA,NA,NA,iqr,mexico,tac_i
Wen2022-di,Rodriguez,1996,Rodriguez1996,NA,NA,Rodriguez1996-ji_T12,NA,NA,11.07692308,11.07692308,binoc,OU,30,NA,NA,7.05,cyc_deg,mean,NA,NA,NA,NA,iqr,mexico,tac_i
Leone2014-rg,Leone,2014,Leone2014,NA,NA,Leone2014-rg,7.5,mos,7.5,7.5,monoc,NA,73,NA,NA,5.72,cyc_deg,mean,NA,NA,NA,0.52,octave,australia,tac_ii
Leone2014-rg,Leone,2014,Leone2014,NA,NA,Leone2014-rg,10.5,mos,10.5,10.5,monoc,NA,76,NA,NA,5.58,cyc_deg,mean,NA,NA,NA,0.44,octave,australia,tac_ii
Leone2014-rg,Leone,2014,Leone2014,NA,NA,Leone2014-rg,13.5,mos,13.5,13.5,monoc,NA,47,NA,NA,5.98,cyc_deg,mean,NA,NA,NA,0.52,octave,australia,tac_ii
Leone2014-rg,Leone,2014,Leone2014,NA,NA,Leone2014-rg,16.5,mos,16.5,16.5,monoc,NA,41,NA,NA,6.56,cyc_deg,mean,NA,NA,NA,0.59,octave,australia,tac_ii
Leone2014-rg,Leone,2014,Leone2014,NA,NA,Leone2014-rg,19.5,mos,19.5,19.5,monoc,NA,38,NA,NA,7.54,cyc_deg,mean,NA,NA,NA,0.51,octave,australia,tac_ii
Leone2014-rg,Leone,2014,Leone2014,NA,NA,Leone2014-rg,22.5,mos,22.5,22.5,monoc,NA,40,NA,NA,7.37,cyc_deg,mean,NA,NA,NA,0.53,octave,australia,tac_ii
Leone2014-rg,Leone,2014,Leone2014,NA,NA,Leone2014-rg,25.5,mos,25.5,25.5,monoc,NA,32,NA,NA,10.71,cyc_deg,mean,NA,NA,NA,0.64,octave,australia,tac_ii
Leone2014-rg,Leone,2014,Leone2014,NA,NA,Leone2014-rg,28.5,mos,28.5,28.5,monoc,NA,39,NA,NA,9.71,cyc_deg,mean,NA,NA,NA,0.67,octave,australia,tac_ii
Leone2014-rg,Leone,2014,Leone2014,NA,NA,Leone2014-rg,31.5,mos,31.5,31.5,monoc,NA,25,NA,NA,12.41,cyc_deg,mean,NA,NA,NA,0.72,octave,australia,tac_ii
Leone2014-rg,Leone,2014,Leone2014,NA,NA,Leone2014-rg,37.5,mos,37.5,37.5,monoc,NA,31,NA,NA,11.81,cyc_deg,mean,NA,NA,NA,0.59,octave,australia,tac_ii
Leone2014-rg,Leone,2014,Leone2014,NA,NA,Leone2014-rg,7.5,mos,7.5,7.5,binoc,OU,81,NA,NA,6.33,cyc_deg,mean,NA,NA,NA,0.41,octave,australia,tac_ii
Leone2014-rg,Leone,2014,Leone2014,NA,NA,Leone2014-rg,10.5,mos,10.5,10.5,binoc,OU,84,NA,NA,6.43,cyc_deg,mean,NA,NA,NA,0.49,octave,australia,tac_ii
Leone2014-rg,Leone,2014,Leone2014,NA,NA,Leone2014-rg,13.5,mos,13.5,13.5,binoc,OU,63,NA,NA,6.74,cyc_deg,mean,NA,NA,NA,0.47,octave,australia,tac_ii
Leone2014-rg,Leone,2014,Leone2014,NA,NA,Leone2014-rg,16.5,mos,16.5,16.5,binoc,OU,61,NA,NA,7.34,cyc_deg,mean,NA,NA,NA,0.67,octave,australia,tac_ii
Leone2014-rg,Leone,2014,Leone2014,NA,NA,Leone2014-rg,19.5,mos,19.5,19.5,binoc,OU,53,NA,NA,7.57,cyc_deg,mean,NA,NA,NA,0.6,octave,australia,tac_ii
Leone2014-rg,Leone,2014,Leone2014,NA,NA,Leone2014-rg,22.5,mos,22.5,22.5,binoc,OU,53,NA,NA,9.02,cyc_deg,mean,NA,NA,NA,0.59,octave,australia,tac_ii
Leone2014-rg,Leone,2014,Leone2014,NA,NA,Leone2014-rg,25.5,mos,25.5,25.5,binoc,OU,45,NA,NA,10.96,cyc_deg,mean,NA,NA,NA,0.6,octave,australia,tac_ii
Leone2014-rg,Leone,2014,Leone2014,NA,NA,Leone2014-rg,28.5,mos,28.5,28.5,binoc,OU,43,NA,NA,12.08,cyc_deg,mean,NA,NA,NA,0.69,octave,australia,tac_ii
Leone2014-rg,Leone,2014,Leone2014,NA,NA,Leone2014-rg,31.5,mos,31.5,31.5,binoc,OU,26,NA,NA,12.8,cyc_deg,mean,NA,NA,NA,0.71,octave,australia,tac_ii
Leone2014-rg,Leone,2014,Leone2014,NA,NA,Leone2014-rg,37.5,mos,37.5,37.5,binoc,OU,35,NA,NA,12.6,cyc_deg,mean,NA,NA,NA,0.58,octave,australia,tac_ii
Mayer1995-gd,Mayer,1995,Mayer1995,NA,NA,Mayer1995-gd,1,mos,1,1,monoc,NA,32,NA,0.22,0.94,cyc_deg,mean,0.44,NA,NA,0.44,octave,us,tac_ii
Mayer1995-gd,Mayer,1995,Mayer1995,NA,NA,Mayer1995-gd,1.5,mos,1.5,1.5,monoc,NA,40,NA,0.22,1.11,cyc_deg,mean,0.42,NA,NA,0.42,octave,us,tac_ii
Mayer1995-gd,Mayer,1995,Mayer1995,NA,NA,Mayer1995-gd,2.5,mos,2.5,2.5,monoc,NA,38,NA,0.44,2.16,cyc_deg,mean,0.43,NA,NA,0.43,octave,us,tac_ii
Mayer1995-gd,Mayer,1995,Mayer1995,NA,NA,Mayer1995-gd,4,mos,4,4,monoc,NA,40,NA,0.44,2.68,cyc_deg,mean,0.47,NA,NA,0.47,octave,us,tac_ii
Mayer1995-gd,Mayer,1995,Mayer1995,NA,NA,Mayer1995-gd,6,mos,6,6,monoc,NA,40,NA,0.86,5.65,cyc_deg,mean,0.47,NA,NA,0.47,octave,us,tac_ii
Mayer1995-gd,Mayer,1995,Mayer1995,NA,NA,Mayer1995-gd,9,mos,9,9,monoc,NA,39,NA,0.86,6.79,cyc_deg,mean,0.43,NA,NA,0.43,octave,us,tac_ii
Mayer1995-gd,Mayer,1995,Mayer1995,NA,NA,Mayer1995-gd,12,mos,12,12,monoc,NA,40,NA,0.86,6.42,cyc_deg,mean,0.29,NA,NA,0.29,octave,us,tac_ii
Mayer1995-gd,Mayer,1995,Mayer1995,NA,NA,Mayer1995-gd,18,mos,18,18,monoc,NA,40,NA,1.57,8.59,cyc_deg,mean,0.37,NA,NA,0.37,octave,us,tac_ii
Mayer1995-gd,Mayer,1995,Mayer1995,NA,NA,Mayer1995-gd,24,mos,24,24,monoc,NA,40,NA,1.57,9.57,cyc_deg,mean,0.27,NA,NA,0.27,octave,us,tac_ii
Mayer1995-gd,Mayer,1995,Mayer1995,NA,NA,Mayer1995-gd,30,mos,30,30,monoc,NA,40,NA,1.57,11.52,cyc_deg,mean,0.48,NA,NA,0.48,octave,us,tac_ii
Mayer1995-gd,Mayer,1995,Mayer1995,NA,NA,Mayer1995-gd,36,mos,36,36,monoc,NA,39,NA,3.55,21.81,cyc_deg,mean,0.36,NA,NA,0.36,octave,us,tac_ii
Mayer1995-gd,Mayer,1995,Mayer1995,NA,NA,Mayer1995-gd,48,mos,48,48,monoc,NA,32,NA,3.55,24.81,cyc_deg,mean,0.31,NA,NA,0.31,octave,us,tac_ii
Sarbajna2024-yo,Sarbajna,2024,Sarbajna2024,NA,NA,Sarbajna2024-yo,3,mos,3,3,monoc,OD,7,NA,NA,2.45,cyc_deg,mean,NA,NA,NA,1.11,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,2024,Sarbajna2024,NA,NA,Sarbajna2024-yo,4,mos,4,4,monoc,OD,12,NA,NA,3.62,cyc_deg,mean,NA,NA,NA,1.09,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,2024,Sarbajna2024,NA,NA,Sarbajna2024-yo,5,mos,5,5,monoc,OD,6,NA,NA,4.87,cyc_deg,mean,NA,NA,NA,2.24,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,2024,Sarbajna2024,NA,NA,Sarbajna2024-yo,3,mos,3,3,monoc,OS,7,NA,NA,2.45,cyc_deg,mean,NA,NA,NA,1.11,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,2024,Sarbajna2024,NA,NA,Sarbajna2024-yo,4,mos,4,4,monoc,OS,12,NA,NA,3.53,cyc_deg,mean,NA,NA,NA,1.06,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,2024,Sarbajna2024,NA,NA,Sarbajna2024-yo,5,mos,5,5,monoc,OS,6,NA,NA,4.87,cyc_deg,mean,NA,NA,NA,2.24,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,2024,Sarbajna2024,NA,NA,Sarbajna2024-yo,3,mos,3,3,binoc,OU,7,NA,NA,2.52,cyc_deg,mean,NA,NA,NA,1.35,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,2024,Sarbajna2024,NA,NA,Sarbajna2024-yo,4,mos,4,4,binoc,OU,12,NA,NA,3.02,cyc_deg,mean,NA,NA,NA,1.06,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,2024,Sarbajna2024,NA,NA,Sarbajna2024-yo,5,mos,5,5,binoc,OU,6,NA,NA,3.59,cyc_deg,mean,NA,NA,NA,2.24,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,2024,Sarbajna2024,NA,NA,Sarbajna2024-yo,6,mos,6,6,monoc,OD,6,NA,NA,5.65,cyc_deg,mean,NA,NA,NA,2.28,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,2024,Sarbajna2024,NA,NA,Sarbajna2024-yo,7,mos,7,7,monoc,OD,10,NA,NA,5.74,cyc_deg,mean,NA,NA,NA,2.47,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,2024,Sarbajna2024,NA,NA,Sarbajna2024-yo,8,mos,8,8,monoc,OD,8,NA,NA,7.01,cyc_deg,mean,NA,NA,NA,2.67,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,2024,Sarbajna2024,NA,NA,Sarbajna2024-yo,6,mos,6,6,monoc,OS,6,NA,NA,5.65,cyc_deg,mean,NA,NA,NA,2.28,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,2024,Sarbajna2024,NA,NA,Sarbajna2024-yo,7,mos,7,7,monoc,OS,10,NA,NA,7.75,cyc_deg,mean,NA,NA,NA,2.47,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,2024,Sarbajna2024,NA,NA,Sarbajna2024-yo,8,mos,8,8,monoc,OS,8,NA,NA,7.01,cyc_deg,mean,NA,NA,NA,2.67,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,2024,Sarbajna2024,NA,NA,Sarbajna2024-yo,6,mos,6,6,binoc,OU,6,NA,NA,5.93,cyc_deg,mean,NA,NA,NA,2.2,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,2024,Sarbajna2024,NA,NA,Sarbajna2024-yo,7,mos,7,7,binoc,OU,10,NA,NA,5.82,cyc_deg,mean,NA,NA,NA,2.35,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,2024,Sarbajna2024,NA,NA,Sarbajna2024-yo,8,mos,8,8,binoc,OU,8,NA,NA,7.01,cyc_deg,mean,NA,NA,NA,2.67,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,2024,Sarbajna2024,NA,NA,Sarbajna2024-yo,9,mos,9,9,monoc,OD,1,NA,NA,6.5,cyc_deg,mean,NA,NA,NA,NA,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,2024,Sarbajna2024,NA,NA,Sarbajna2024-yo,9,mos,9,9,monoc,OS,1,NA,NA,6.5,cyc_deg,mean,NA,NA,NA,NA,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,2024,Sarbajna2024,NA,NA,Sarbajna2024-yo,9,mos,9,9,monoc,OU,1,NA,NA,6.5,cyc_deg,mean,NA,NA,NA,NA,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,2024,Sarbajna2024,NA,NA,Sarbajna2024-yo,10,mos,10,10,monoc,OD,5,NA,NA,7.48,cyc_deg,mean,NA,NA,NA,2.22,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,2024,Sarbajna2024,NA,NA,Sarbajna2024-yo,10,mos,10,10,monoc,OS,5,NA,NA,8.84,cyc_deg,mean,NA,NA,NA,1.8,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,2024,Sarbajna2024,NA,NA,Sarbajna2024-yo,10,mos,10,10,binoc,OU,5,NA,NA,8.83,cyc_deg,mean,NA,NA,NA,1.8,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,2024,Sarbajna2024,NA,NA,Sarbajna2024-yo,11,mos,11,11,monoc,OD,1,NA,NA,9.8,cyc_deg,mean,NA,NA,NA,NA,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,2024,Sarbajna2024,NA,NA,Sarbajna2024-yo,11,mos,11,11,monoc,OS,1,NA,NA,9.8,cyc_deg,mean,NA,NA,NA,NA,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,2024,Sarbajna2024,NA,NA,Sarbajna2024-yo,11,mos,11,11,binoc,OU,1,NA,NA,9.8,cyc_deg,mean,NA,NA,NA,NA,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,2024,Sarbajna2024,NA,NA,Sarbajna2024-yo,12,mos,12,12,monoc,OD,19,NA,NA,9.1,cyc_deg,mean,NA,NA,NA,1.38,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,2024,Sarbajna2024,NA,NA,Sarbajna2024-yo,12,mos,12,12,monoc,OS,19,NA,NA,9.1,cyc_deg,mean,NA,NA,NA,1.38,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,2024,Sarbajna2024,NA,NA,Sarbajna2024-yo,12,mos,12,12,binoc,OU,19,NA,NA,9.1,cyc_deg,mean,NA,NA,NA,1.38,cyc_deg,india,tac_ii
NA,Xiang,2011,Xiang2011,NA,NA,abstract,5,mos,5,5,binoc,OU,244,NA,NA,0.17,snellen,mean,NA,NA,NA,NA,NA,china,tac_ii
NA,Xiang,2011,Xiang2011,NA,NA,abstract,6,mos,6,6,binoc,OU,NA,NA,NA,0.21,snellen,mean,NA,NA,NA,NA,NA,china,tac_ii
NA,Xiang,2011,Xiang2011,NA,NA,abstract,7,mos,7,7,binoc,OU,NA,NA,NA,0.22,snellen,mean,NA,NA,NA,NA,NA,china,tac_ii
NA,Xiang,2011,Xiang2011,NA,NA,abstract,8,mos,8,8,binoc,OU,NA,NA,NA,0.23,snellen,mean,NA,NA,NA,NA,NA,china,tac_ii
NA,Xiang,2011,Xiang2011,NA,NA,abstract,9,mos,9,9,binoc,OU,NA,NA,NA,0.23,snellen,mean,NA,NA,NA,NA,NA,china,tac_ii
NA,Xiang,2011,Xiang2011,NA,NA,abstract,10,mos,10,10,binoc,OU,NA,NA,NA,0.25,snellen,mean,NA,NA,NA,NA,NA,china,tac_ii
NA,Xiang,2011,Xiang2011,NA,NA,abstract,11,mos,11,11,binoc,OU,NA,NA,NA,0.26,snellen,mean,NA,NA,NA,NA,NA,china,tac_ii
NA,Xiang,2011,Xiang2011,NA,NA,abstract,12,mos,12,12,binoc,OU,NA,NA,NA,0.3,snellen,mean,NA,NA,NA,NA,NA,china,tac_ii
NA,Xiang,2011,Xiang2011,NA,NA,abstract,13,mos,13,13,binoc,OU,NA,NA,NA,0.33,snellen,mean,NA,NA,NA,NA,NA,china,tac_ii
NA,Xiang,2011,Xiang2011,NA,NA,abstract,14,mos,14,14,binoc,OU,NA,NA,NA,0.32,snellen,mean,NA,NA,NA,NA,NA,china,tac_ii
NA,Xiang,2011,Xiang2011,NA,NA,abstract,15,mos,15,15,binoc,OU,NA,NA,NA,0.37,snellen,mean,NA,NA,NA,NA,NA,china,tac_ii
NA,Xiang,2011,Xiang2011,NA,NA,abstract,16,mos,16,16,binoc,OU,NA,NA,NA,0.39,snellen,mean,NA,NA,NA,NA,NA,china,tac_ii
NA,Xiang,2011,Xiang2011,NA,NA,abstract,17,mos,17,17,binoc,OU,NA,NA,NA,0.42,snellen,mean,NA,NA,NA,NA,NA,china,tac_ii
NA,Xiang,2011,Xiang2011,NA,NA,abstract,18,mos,18,18,binoc,OU,NA,NA,NA,0.47,snellen,mean,NA,NA,NA,NA,NA,china,tac_ii
NA,Xiang,2011,Xiang2011,NA,NA,abstract,19,mos,19,19,binoc,OU,NA,NA,NA,0.56,snellen,mean,NA,NA,NA,NA,NA,china,tac_ii
NA,Xiang,2011,Xiang2011,NA,NA,abstract,21,mos,21,21,binoc,OU,NA,NA,NA,0.6,snellen,mean,NA,NA,NA,NA,NA,china,tac_ii
NA,Xiang,2011,Xiang2011,NA,NA,abstract,24,mos,24,24,binoc,OU,NA,NA,NA,0.83,snellen,mean,NA,NA,NA,NA,NA,china,tac_ii
NA,Xiang,2011,Xiang2011,NA,NA,abstract,5,mos,5,5,monoc,NA,244,NA,NA,0.15,snellen,mean,NA,NA,NA,NA,NA,china,tac_ii
NA,Xiang,2011,Xiang2011,NA,NA,abstract,6,mos,6,6,monoc,NA,NA,NA,NA,0.19,snellen,mean,NA,NA,NA,NA,NA,china,tac_ii
NA,Xiang,2011,Xiang2011,NA,NA,abstract,7,mos,7,7,monoc,NA,NA,NA,NA,0.19,snellen,mean,NA,NA,NA,NA,NA,china,tac_ii
NA,Xiang,2011,Xiang2011,NA,NA,abstract,8,mos,8,8,monoc,NA,NA,NA,NA,0.2,snellen,mean,NA,NA,NA,NA,NA,china,tac_ii
NA,Xiang,2011,Xiang2011,NA,NA,abstract,9,mos,9,9,monoc,NA,NA,NA,NA,0.2,snellen,mean,NA,NA,NA,NA,NA,china,tac_ii
NA,Xiang,2011,Xiang2011,NA,NA,abstract,10,mos,10,10,monoc,NA,NA,NA,NA,0.21,snellen,mean,NA,NA,NA,NA,NA,china,tac_ii
NA,Xiang,2011,Xiang2011,NA,NA,abstract,11,mos,11,11,monoc,NA,NA,NA,NA,0.21,snellen,mean,NA,NA,NA,NA,NA,china,tac_ii
NA,Xiang,2011,Xiang2011,NA,NA,abstract,12,mos,12,12,monoc,NA,NA,NA,NA,0.27,snellen,mean,NA,NA,NA,NA,NA,china,tac_ii
NA,Xiang,2011,Xiang2011,NA,NA,abstract,13,mos,13,13,monoc,NA,NA,NA,NA,0.23,snellen,mean,NA,NA,NA,NA,NA,china,tac_ii
NA,Xiang,2011,Xiang2011,NA,NA,abstract,14,mos,14,14,monoc,NA,NA,NA,NA,0.26,snellen,mean,NA,NA,NA,NA,NA,china,tac_ii
NA,Xiang,2011,Xiang2011,NA,NA,abstract,15,mos,15,15,monoc,NA,NA,NA,NA,0.24,snellen,mean,NA,NA,NA,NA,NA,china,tac_ii
NA,Xiang,2011,Xiang2011,NA,NA,abstract,16,mos,16,16,monoc,NA,NA,NA,NA,0.35,snellen,mean,NA,NA,NA,NA,NA,china,tac_ii
NA,Xiang,2011,Xiang2011,NA,NA,abstract,17,mos,17,17,monoc,NA,NA,NA,NA,0.26,snellen,mean,NA,NA,NA,NA,NA,china,tac_ii
NA,Xiang,2011,Xiang2011,NA,NA,abstract,18,mos,18,18,monoc,NA,NA,NA,NA,0.41,snellen,mean,NA,NA,NA,NA,NA,china,tac_ii
NA,Xiang,2011,Xiang2011,NA,NA,abstract,19,mos,19,19,monoc,NA,NA,NA,NA,0.4,snellen,mean,NA,NA,NA,NA,NA,china,tac_ii
NA,Xiang,2011,Xiang2011,NA,NA,abstract,21,mos,21,21,monoc,NA,NA,NA,NA,0.56,snellen,mean,NA,NA,NA,NA,NA,china,tac_ii
NA,Xiang,2011,Xiang2011,NA,NA,abstract,24,mos,24,24,monoc,NA,NA,NA,NA,0.8,snellen,mean,NA,NA,NA,NA,NA,china,tac_ii
